,Median Age by Sex,Total Population,Male,Female,Never Married,Now Married,Widowed,Divorced,"12th Grade, No Diploma",High School Diploma,GED,Some College <1 Year,Some College >1 Year,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate,Median Income,Population Below Poverty Line,Total Income 10k(%),Total Income 10k-15k(%),Total Income 15k-25k(%),Total Income 25k-35k(%),Total Income 35k-50(%),Total Income 50k-75k(%),Total Income 75k-100k(%),Total Income 100k-150k(%),Total Income 150k-200k(%),Total Income >200k(%),Poverty Rate (%),Degree Percentage (%),POC Population (%),White Population (%),Black/African American Population (%),Asian Population (%),Hawaiian/Pacific Islander Population (%),American Indian/Alaskan Population (%),Some Other Race Population (%),Two or More Races Population (%),Disabled Population (%)
1696,41.3,9400,4738,4662,4729,3252,330,775,13,1673,178,505,1335,935,1048,398,101,51,73254,510,2.3,1.2,6.4,7.4,12.6,21.2,12.5,22.6,9.5,4.2,5.425531914893617,17.0,5.744680851,94.23404255319149,0.202127659574468,0.3723404255319149,0.021276596,0.3936170212765957,0.574468085,4.202127659574468,10.776595744680852
1697,47.5,3094,1590,1504,1559,989,188,252,54,568,51,186,348,328,378,120,26,9,64583,224,3.9,3.0,14.1,8.5,12.5,14.6,10.1,19.3,4.4,9.5,7.239819004524888,17.22689075630252,6.140917905623788,93.85908209,0.096961862,1.195862960568843,0.0,0.1292824822236586,1.2281835811247577,3.490627020038785,17.35617323852618
1698,48.9,919,457,462,465,278,79,50,2,198,36,24,118,134,109,10,4,0,59405,135,6.4,8.6,8.6,6.1,12.0,19.3,14.2,15.2,2.7,7.0,14.689880304679,13.384113166485308,5.658324265505985,94.34167573449402,0.0,0.0,0.0,0.2176278563656148,2.8291621327529923,2.6115342763873777,14.472252448313384
1699,43.3,2620,1352,1268,1350,697,180,301,43,485,80,226,388,200,254,72,18,4,49456,319,6.1,4.3,13.8,12.7,14.2,15.3,12.5,14.2,1.7,5.0,12.17557251908397,13.282442748091604,4.5038167938931295,95.49618320610686,0.076335878,0.1145038167938931,0.0,0.1145038167938931,0.5725190839694656,3.6259541984732815,20.45801526717557
1700,42.3,10149,5119,5030,5075,3212,702,827,84,1941,119,330,1170,1020,1362,399,101,32,66325,986,4.7,4.0,8.1,8.6,11.7,20.9,17.8,12.5,8.1,3.7,9.715242881072026,18.661937136663717,5.025125628140704,94.97487437,0.4236870627648044,0.2364765001477978,0.0,0.2955956251847472,1.596216375997635,2.473150064045719,12.355897132722436
1701,40.9,659,322,337,384,196,62,69,0,136,9,30,68,34,109,5,0,0,43333,51,0.3,3.8,16.4,14.7,25.3,7.5,10.3,15.4,4.1,2.1,7.738998482549315,17.298937784522003,10.773899848254931,89.22610015174507,1.5174506828528074,0.0,0.0,0.7587253414264037,1.669195751138088,6.828528072837632,12.29135053110774
1702,42.6,6476,3314,3162,3212,1980,444,519,23,1621,101,380,692,514,827,146,25,5,70766,312,4.2,2.2,8.8,7.2,13.4,17.1,17.3,18.1,7.4,4.3,4.817788758492897,15.487955528103766,6.470043236565781,93.5299567634342,0.4478072884496603,0.4323656578134651,0.0,0.0,1.0500308832612724,4.539839407041384,13.974675725756642
1703,45.8,7185,3475,3710,3739,2403,562,613,47,1711,212,502,642,696,773,182,15,26,54494,780,5.7,4.6,9.4,11.3,15.1,18.4,12.0,15.3,4.9,3.4,10.855949895615868,13.862212943632567,5.594989561586639,94.40501043841336,0.7654836464857342,0.069589422,0.0,0.0278357689631176,0.6819763395963814,4.050104384133612,19.66597077244259
1704,40.3,5294,3208,2086,2849,1612,300,482,26,1274,317,340,371,396,459,217,18,34,64352,265,3.4,3.1,5.6,9.9,18.7,18.8,12.8,19.1,4.9,3.7,5.005666792595391,13.751416698148846,17.774839440876463,82.22516055912354,5.496788817529279,0.7555723460521345,0.0,1.4922553834529655,5.119002644503212,4.911220249338874,15.11144692104269
1705,38.3,6655,3337,3318,3298,2061,352,613,65,1092,148,398,639,524,1089,256,11,20,74276,619,3.1,2.2,8.1,6.1,11.7,19.8,14.1,23.1,7.1,4.7,9.301277235161534,20.67618332081142,5.349361382419233,94.65063861758075,0.090157776,0.7513148009015778,0.0,0.3155522163786626,0.3756574004507889,3.816679188580015,8.805409466566491
1706,49.1,8303,4218,4085,4294,2587,631,857,120,1469,275,623,1120,861,855,287,70,8,59511,978,6.1,5.8,6.7,8.4,13.9,21.7,13.4,12.6,6.8,4.6,11.778875105383596,14.693484282789354,8.804046730097555,91.1477779115982,1.4332169095507648,0.4697097434662169,0.048175358,0.2047452727929664,2.517162471395881,4.179212332891726,14.657352764061182
1707,46.4,987,498,489,491,369,57,63,2,172,32,70,90,75,140,31,6,5,63977,85,3.7,6.5,6.2,12.4,9.9,21.7,9.6,10.8,9.9,9.3,8.611955420466058,18.43971631205673,4.052684903748734,95.94731509625126,0.1013171225937183,0.0,0.0,0.0,1.9250253292806483,2.026342451874367,11.347517730496454
1708,47.8,3395,1774,1621,1917,918,360,331,45,853,68,354,297,276,211,74,0,4,53151,333,4.4,2.5,15.1,8.3,16.2,20.0,14.3,14.0,1.2,4.0,9.808541973490428,8.512518409425626,9.896907216494846,90.10309278350516,0.2061855670103093,0.0294550810014727,0.0,1.4138438880706925,0.1472754050073637,8.100147275405007,18.762886597938145
1709,43.9,8415,4225,4190,4438,2570,514,697,91,1855,214,442,849,831,744,233,65,44,61250,983,4.7,5.6,7.5,10.0,13.3,17.9,16.7,15.7,5.1,3.3,11.6815210932858,12.905525846702318,14.462269756387403,85.52584670231728,0.7011289364230541,0.4872251931075461,0.011883541295306,9.174093879976231,0.4872251931075461,3.6125965537730247,16.13784907902555
1710,34.1,322063,162505,159558,184705,108520,10920,25401,3194,34649,7360,12984,27091,23327,51720,20746,4568,5103,70387,36483,4.4,2.9,6.6,8.4,12.6,18.0,13.7,17.5,8.1,7.7,11.327907893797176,25.5033953,16.610104234264725,83.32500163011585,3.7324995420150713,4.122795851,0.064894136,0.6473888649115235,1.879445946911008,6.227974029925822,11.09503420138296
1711,42.2,34532,17250,17282,18116,10840,1910,3748,317,5915,1224,2558,4350,3463,3160,1320,223,121,63019,3699,4.6,5.9,8.8,8.9,12.4,16.9,16.7,14.5,7.7,3.6,10.71180354,13.969651337889491,10.781304297463222,89.16077840843276,1.2162631761844087,0.8166338468666745,0.057917294,1.1264913703231785,2.8292598169813505,4.792656087,15.136684814085486
1712,44.8,839,456,383,385,309,30,35,0,138,14,58,133,60,128,11,2,0,69250,77,5.2,6.8,2.3,5.5,13.7,19.5,16.6,13.4,15.3,1.6,9.177592371871276,16.805721096543504,11.680572109654353,88.31942789034565,0.0,0.0,0.0,2.1454112038140645,1.430274135876043,8.104886769964244,11.203814064362335
1713,43.4,629,349,280,328,193,34,32,4,143,24,59,47,93,61,21,8,0,50000,50,8.5,7.0,12.9,12.5,9.2,17.6,21.7,5.9,1.8,2.9,7.949125596,14.308426073131956,14.308426073131956,85.69157392686805,0.0,0.0,0.0,0.0,0.0,14.308426073131956,16.05723370429253
1714,56.3,456,239,217,223,181,27,5,0,103,5,26,32,93,47,12,0,0,58250,35,1.0,3.1,5.2,13.5,9.3,28.5,19.7,10.4,6.7,2.6,7.675438596491229,12.938596491228072,1.5350877192982455,98.46491228070175,0.0,0.0,0.0,0.0,0.6578947368421052,0.8771929824561403,8.114035087719298
1715,36.8,35538,17653,17885,18785,11219,1828,2925,271,6601,823,1717,3333,3457,3927,1257,249,255,61139,4201,6.6,3.6,8.1,8.7,13.6,19.8,12.2,16.5,5.2,5.7,11.821149192413754,16.00540266756711,16.658224998593056,83.34177500140694,0.8554223647926164,1.1677640835162362,0.0,1.5448252574708763,5.326692554448759,7.763520738364567,10.78282401935956
1716,43.0,7675,3895,3780,4018,2411,405,802,47,1883,121,471,984,644,607,286,29,25,57873,772,7.5,2.7,10.5,6.4,16.0,17.2,14.3,15.9,7.0,2.5,10.058631921824103,12.338762214983714,7.127035830618893,92.87296417,0.06514658,1.654723127035831,0.0,0.3387622149837133,1.706840390879479,3.361563517915309,17.537459283387623
1717,40.3,4562,2449,2113,2435,1303,361,364,91,875,186,341,424,361,434,151,20,3,57325,423,8.5,3.2,9.2,10.5,12.7,18.7,13.5,14.3,6.1,3.3,9.272249014,13.32748794388426,14.028934677772906,85.97106532222709,0.087680842,1.1179307321350285,0.0,1.2713722051731695,1.446733888645331,10.105217010083296,13.963174046470847
1718,44.0,3366,1697,1669,1792,1052,183,305,13,757,43,253,292,390,289,126,28,7,60054,446,2.1,4.2,11.6,10.7,10.6,21.3,15.2,10.3,10.2,3.9,13.25014854426619,13.368983957219251,4.842543077837195,95.1574569221628,0.5644682115270351,0.148544266191325,0.0,0.4753416518122401,0.207961972667855,3.4462269756387403,16.25074272133096
1719,38.6,7019,3595,3424,3885,2253,447,727,91,1123,230,325,624,451,966,334,48,56,57196,1001,3.5,4.8,9.8,13.6,11.0,16.6,11.2,15.2,9.2,5.0,14.26129078,20.00284940874769,8.434249893147172,91.56575010685285,1.6099159424419431,0.3704231371990312,0.0,0.4843994871064254,0.9972930616896992,4.972218264710072,16.512323692833736
1720,49.4,4092,2046,2046,2132,1345,215,427,36,825,103,332,361,371,551,181,26,52,66000,253,2.6,3.1,11.0,6.1,12.7,23.7,16.3,14.6,4.9,5.0,6.182795698924731,19.794721407624632,6.256109481915933,93.45063538611925,0.1955034213098729,0.0,0.2932551319648094,0.2688172043010753,0.4643206256109482,5.327468230694037,13.24535679374389
1721,42.0,15995,8239,7756,8308,4819,1032,1385,150,3071,470,1043,1403,1396,1941,621,133,119,73031,1804,3.2,3.2,10.4,7.8,10.9,15.5,14.7,19.6,9.4,5.2,11.278524538918411,17.592997811816193,11.466083150984682,88.53391684901531,0.700218818,0.1437949359174742,0.0,0.2563301031572366,4.213816817755549,6.151922475773679,14.417005314160674
1722,47.3,2553,1241,1312,1299,739,183,306,28,627,92,113,179,164,228,124,9,5,55833,332,2.3,10.0,9.3,13.7,11.1,25.0,9.1,14.6,3.0,1.8,13.00430865648257,14.336075205640425,4.81786134,95.18213866039952,0.2350176263219741,0.0,0.0,0.0,0.3525264394829612,4.230317273795535,17.038777908343125
1723,41.5,2860,1480,1380,1362,943,193,191,20,442,73,185,372,201,436,53,9,10,61786,245,2.7,5.4,9.6,8.7,14.6,17.3,11.0,19.2,7.5,3.9,8.566433566433567,17.762237762237763,5.839160839160839,94.16083916083916,0.06993007,0.3846153846153846,0.0,0.06993007,1.5034965034965035,3.8111888111888113,12.097902097902098
1724,40.4,8966,4574,4392,4673,2670,487,807,102,1417,230,610,983,759,1229,259,56,82,65114,1257,6.4,6.9,9.8,6.2,10.4,16.3,13.6,18.5,4.7,7.2,14.019629712246266,18.13517733660495,6.680794111086326,93.1407539594022,0.6245817532902075,0.078072719,0.1784519295114878,0.3457506134285077,0.7584207004238233,4.873968324782512,13.183136292661166
1725,40.2,7301,3691,3610,3714,2431,303,430,29,1489,134,316,674,965,814,244,14,18,65603,569,5.3,2.1,5.9,10.1,14.3,17.1,18.5,16.7,4.8,5.3,7.793452951650459,14.929461717572934,3.8213943295438977,96.17860567,0.2739350773866593,0.1643610464319956,0.0,0.2328448157786604,0.2054513080399945,2.9448020819065883,11.62854403506369
1726,38.3,34219,17368,16851,17612,11105,1994,2014,354,5810,839,1969,2866,3101,3926,1360,178,42,69943,2774,1.6,4.1,7.6,6.8,13.5,19.1,16.5,18.0,6.8,6.0,8.106607440310938,16.09047605131652,15.961892515853766,84.00596160028054,0.6633741488646658,0.4441976679622432,0.032145884,0.1168941231479587,4.479967269645519,10.25745930623338,11.64557701861539
1727,43.4,5182,2581,2601,2691,1647,322,418,57,1155,140,325,461,565,487,141,36,4,67695,393,3.4,2.5,5.0,6.5,15.0,23.2,13.5,18.8,8.0,4.0,7.583944423002702,12.890775762253956,7.526051717483597,92.47394828,0.1543805480509456,0.0,0.0,0.1543805480509456,3.3963720571208027,3.820918564260903,11.67502894635276
1728,41.5,10690,5224,5466,5934,3293,741,824,98,1937,335,657,1172,908,1266,311,144,79,58344,1262,4.7,7.3,5.4,9.2,17.9,18.1,13.2,12.4,6.5,5.3,11.805425631431245,16.83816651075772,9.101964452759589,90.8980355472404,1.0664172123479887,0.0,0.0,0.6922357343311506,3.648269410664172,3.6950420954162766,15.930776426566885
1729,47.1,7850,3981,3869,4181,2378,493,904,55,2039,266,533,620,564,870,205,50,32,50321,837,3.3,6.6,8.6,16.9,14.4,16.2,11.4,14.9,5.8,1.9,10.662420382165603,14.738853503184712,7.949044585987261,92.05095541401272,1.070063694267516,0.050955414,0.0,2.343949044585987,0.1273885350318471,4.356687898089172,16.445859872611464
1730,43.5,1312,647,665,700,469,95,66,20,309,12,66,147,81,211,52,2,0,57566,113,4.3,0.7,9.7,10.6,20.1,16.3,13.5,12.5,4.0,8.3,8.612804878,20.19817073170732,1.829268292682927,98.17073170731707,0.6097560975609756,0.0,0.0,0.5335365853658537,0.0,0.6859756097560976,11.509146341463415
1731,38.6,14275,7286,6989,7560,4481,534,1030,186,2167,430,824,1000,1040,1437,503,62,42,71104,1524,2.6,2.0,9.1,8.3,11.4,20.6,14.7,18.3,7.3,5.6,10.67600700525394,14.318739054290718,18.626970227670757,81.25394046,0.9527145359019265,2.9352014010507883,0.1190893169877408,0.26619965,8.119089317,6.353765323992995,12.140105078809109
1732,35.3,191272,96591,94681,97164,63161,5162,15553,1722,22268,2870,9954,18790,13338,32227,14889,2083,1523,95911,10398,2.2,1.5,4.7,5.9,8.9,14.6,14.5,22.1,12.9,12.7,5.436237400142206,26.518256723409596,16.676774436404703,83.20140951106279,4.168409385587017,2.5278137939687984,0.1218160525325191,0.4558952695637626,3.0438328662846628,6.480823121,9.62451378142122
1733,40.4,22374,11495,10879,11086,7242,1042,1861,170,3906,606,1292,2223,2122,3063,1085,176,137,84474,1471,3.5,2.5,5.5,4.9,8.8,19.0,13.4,23.6,10.6,8.2,6.574595512648609,19.93832126575489,4.961115580584607,95.01206757843926,0.3307410387056405,0.5676231339948155,0.026816840976133,0.1296147313846429,0.5050505050505051,3.4280861714490034,12.17931527666041
1734,39.2,36048,17521,18527,19219,10873,2372,3669,342,5803,956,2416,3803,2496,4153,1337,392,214,60137,4379,4.4,6.0,8.5,10.8,12.9,19.0,13.0,16.2,5.1,4.1,12.14769197,16.910785619174433,17.806813138038173,82.01009765,0.5659121171770972,0.560363959,0.1830892143808255,1.836440301819796,4.749223257878384,10.094873501997338,15.232467820683532
1735,37.5,17644,9122,8522,9464,5946,715,1079,223,2667,444,856,1405,1644,2472,748,47,169,79677,1104,2.7,2.3,5.6,6.5,9.2,19.7,13.7,24.2,10.2,5.9,6.257084561323962,19.47404217,4.148719111312627,95.76059850374064,0.6631149399229199,0.3400589435502154,0.090682385,0.1700294717751077,0.3570618907277261,2.6184538653366585,11.49965994105645
1736,45.8,5102,2558,2544,2694,1736,359,425,83,958,154,405,552,376,605,108,40,27,53609,539,3.3,4.1,11.1,11.8,15.6,18.6,14.1,13.4,5.1,2.9,10.564484515876128,15.28812230497844,19.619756958055664,80.38024304194434,1.3524108192865545,1.2348098784790278,0.0,9.133673069384557,1.6072128577028617,6.291650333202665,17.73814190513524
1737,49.1,2970,1509,1461,1543,879,271,312,54,725,58,185,369,217,284,98,18,7,60194,318,5.1,3.5,9.5,9.1,15.7,22.3,11.8,17.5,3.9,1.7,10.707070707070706,13.703703703703704,4.410774410774411,95.55555555555556,0.5050505050505051,0.303030303030303,0.033670034,0.067340067,0.7070707070707071,2.8282828282828283,15.589225589225588
1738,41.3,1162,571,591,606,408,60,55,8,183,22,57,212,83,141,51,3,0,50833,202,3.8,3.3,9.6,11.8,19.3,20.2,14.7,8.4,6.0,2.9,17.38382099827883,16.78141135972461,6.540447504302927,93.45955249569708,0.3442340791738382,0.08605852,0.0,0.0,4.216867469879518,1.8932874354561104,13.855421686746988
1739,41.4,5828,2956,2872,2947,1794,361,445,68,1147,77,314,588,815,565,185,20,30,76035,404,5.1,1.7,4.4,7.9,10.0,19.3,21.3,16.2,9.0,5.2,6.9320521619766655,13.726835964310228,8.030199039121483,91.96980096087852,0.5490734385724091,0.4632807137954701,0.0,0.1029512697323267,4.169526424159232,2.7453671928620453,11.324639670555936
1740,45.9,5006,2474,2532,2599,1568,363,365,54,1027,143,253,598,472,554,175,27,35,60305,468,5.6,2.7,12.2,8.3,10.0,21.4,15.9,15.6,4.0,4.4,9.348781462245306,15.801038753495805,5.233719536556133,94.76628046344386,0.2197363164202956,0.019976029,0.0,0.3395924890131842,0.239712345185777,4.414702357171394,12.045545345585298
1741,46.7,592,281,311,302,242,28,21,14,99,10,30,87,106,95,16,11,0,70069,39,5.9,1.3,3.3,6.2,17.6,28.1,4.9,24.5,3.9,4.2,6.587837837837837,20.60810810810811,12.5,87.5,1.351351351351351,0.0,0.0,1.0135135135135136,0.0,10.135135135135137,13.344594594594597
1742,28.1,6716,3306,3410,3474,1967,254,490,55,1016,228,335,501,480,515,156,30,24,63459,1253,4.6,4.1,10.7,5.9,14.2,18.6,14.5,19.4,4.2,3.9,18.65693865396069,10.795116140559855,63.63907087552114,36.36092912447886,0.1786777843954735,0.908278737,0.0,56.47706968433591,1.176295413936867,4.898749255509232,12.075640262060752
1743,46.3,4053,2026,2027,2160,1282,234,306,28,803,95,290,393,332,569,101,78,25,62321,353,3.2,4.3,8.9,8.7,13.3,20.7,19.1,11.2,4.4,6.1,8.709597828768812,19.072292129286947,1.8998272884283247,98.10017271157167,0.1727115716753022,0.2714038983469035,0.0,0.7155193683691093,0.2467308166790032,0.4934616333580064,16.506291635825317
1744,41.6,20884,10389,10495,10774,7286,901,1393,154,3492,260,961,2288,1669,3435,1073,187,198,89671,1644,2.3,3.3,5.6,6.3,10.7,13.6,11.8,23.4,13.1,9.8,7.872055161846389,23.429419651407777,4.448381536104195,95.36487263,0.4309519249185979,0.3112430568856541,0.1867458341313924,0.2585711549511588,0.7565600459682054,2.6910553533805786,11.81765945221222
1745,31.8,9701,4867,4834,5783,3424,482,694,33,1534,97,380,691,752,1151,421,61,156,64951,1381,5.1,11.6,7.7,3.9,9.8,21.3,11.9,16.4,7.3,5.0,14.23564580971034,18.44139779404185,7.875476754973714,92.12452325,1.463766621997732,0.3710957633233687,0.0,0.3092464694361406,1.8245541696732293,3.9068137305432433,15.421090609215543
1746,44.6,3410,1749,1661,1740,1098,187,305,12,709,84,178,369,399,345,135,20,16,62571,262,2.9,3.6,8.6,7.8,17.5,20.1,17.0,13.5,4.1,4.9,7.683284457478005,15.131964809384163,5.6304985337243405,94.04692082111436,0.1466275659824047,0.1173020527859237,0.3225806451612903,0.7331378299120235,0.2932551319648094,4.34017595307918,12.023460410557185
1747,57.8,771,365,406,382,239,59,48,4,179,7,74,118,69,109,35,5,2,59167,79,3.2,2.6,15.6,9.8,12.1,16.8,18.5,12.7,4.9,3.8,10.246433203631646,19.58495460440986,1.297016861219196,98.7029831387808,0.0,0.1297016861219195,0.0,0.0,0.1297016861219195,1.0376134889753563,17.380025940337223
1748,39.5,14212,7105,7107,7528,4475,794,1073,130,2327,422,899,1405,1495,1612,593,105,104,72914,1242,4.9,3.5,5.6,6.8,11.6,20.0,18.0,14.9,6.9,7.7,8.739093723613847,16.985645933014354,7.746974387841261,92.25302561215874,1.125809175344779,0.6543765831691528,0.0,0.541795666,0.9569377990430622,4.468055164649591,13.551927948212777
1749,39.7,25409,13112,12297,13723,7405,1485,3358,242,4538,1376,1818,3153,2173,2169,515,348,58,69922,2464,3.3,2.6,9.1,10.2,9.8,17.3,15.1,19.1,6.8,6.8,9.697351332205123,12.161045298909835,22.57074265024204,77.24821913495218,1.904836868826007,2.81789917,0.1810382148057774,4.057617379668621,5.010035814081625,8.780353418080209,18.745326459128652
1750,37.8,2265926,1137581,1128345,1280070,723814,93470,243105,54539,371807,62274,116464,255745,130844,271537,98248,27060,15014,69911,299459,5.9,3.1,7.0,7.9,11.8,17.6,13.6,16.7,8.0,8.4,13.215744909586633,18.17618933716282,49.34344722643193,49.87237006,12.005599476770204,10.174206924674504,0.7841827138220754,1.051314120584697,12.60888484443005,13.50344185997248,12.34581358791064
1751,53.5,49476,25063,24413,26979,16981,2720,5302,527,7974,1485,3404,7113,4129,7930,2954,833,453,84262,3678,3.3,2.7,5.7,7.2,9.7,16.0,15.3,19.0,9.2,12.0,7.433907349017706,24.59778478,15.72479586061929,84.08723421456868,0.6710324197590751,2.1363893604980198,0.18796992481203,1.4592933947772655,4.703290484275204,6.754790201309725,16.16339235184736
1752,34.9,53600,28070,25530,27050,16746,1744,4959,829,9534,2191,3608,5933,3665,3642,1605,458,193,87755,5473,3.8,3.5,4.9,6.9,9.8,12.4,15.9,23.4,11.6,7.8,10.210820895522389,11.00373134328358,28.75932835820896,71.06716417910448,0.8656716417910447,1.3059701492537312,0.1735074626865671,5.0429104477611935,8.315298507462686,13.2294776119403,12.56716417910448
1753,55.0,980,529,451,566,273,28,241,118,177,21,86,141,45,133,79,0,0,40694,157,0.8,26.2,10.5,5.8,10.7,15.1,6.0,20.4,3.3,1.2,16.020408163265305,21.63265306122449,10.10204081632653,89.89795918367346,0.2040816326530612,1.9387755102040816,0.0,1.326530612244898,0.0,6.632653061,22.95918367346939
1754,48.4,1622,818,804,717,517,44,148,26,381,86,128,251,43,108,61,0,0,73929,285,1.9,0.2,7.2,11.9,9.6,21.8,10.2,24.0,5.4,7.7,17.57090012330456,10.419235511713934,9.432799013563502,90.56720099,0.061652281,0.5548705302096177,0.0,5.302096178,3.514180024660912,0.0,18.865598027127003
1755,37.0,17266,9009,8257,8389,5703,702,1341,325,3189,679,767,1691,999,1751,471,76,62,75574,2448,5.1,4.8,5.8,9.7,10.8,13.6,15.1,18.9,10.0,6.2,14.178153596663964,13.668481408548594,23.943009382601645,75.81952971157187,0.7587165527626549,1.4073902467276729,0.2374609058264797,3.874666975558902,9.087223444920651,8.815012162631762,14.438781420132052
1756,40.0,5728,3109,2619,2662,1689,293,790,124,876,458,450,512,641,255,128,131,27,92388,611,4.8,2.1,7.8,8.3,9.9,5.2,13.7,33.0,5.5,9.8,10.666899441340782,9.444832402234638,15.18854748603352,84.81145251396647,3.5439944134078214,0.401536313,0.0,4.120111731843576,0.6110335195530726,6.511871508379888,14.08868715083799
1757,40.6,4507,2516,1991,2337,1362,199,746,80,1092,290,127,630,184,292,197,0,0,67412,288,4.4,0.5,8.1,4.4,16.2,22.9,15.1,17.1,4.7,6.5,6.390059906811627,10.849789216773909,15.420457066785,84.49079210117596,4.526292433991569,0.0,0.088750832,3.638784113601065,1.2425116485467051,6.012868870645662,18.92611493232749
1758,43.2,59435,30802,28633,30768,18354,3015,7882,1110,11045,2695,4404,7698,4836,4970,1502,242,223,70026,6114,5.5,3.3,5.2,7.7,12.0,19.0,14.4,20.7,7.2,5.0,10.286868007066545,11.67157398839068,21.34096071338437,78.57827879,0.9472533019264744,1.4469588626230334,0.080760495,2.476655169512913,6.541600067300413,9.928493312021535,16.446538235046688
1759,39.8,4568,2124,2444,2447,1634,472,485,23,1035,321,274,731,106,414,51,13,0,46625,828,6.3,8.4,11.4,13.0,14.2,17.3,10.9,13.8,1.0,3.7,18.1260945709282,10.464098073555167,35.091943957968475,64.90805604203153,4.246935201401051,0.0,0.0,21.40980735551664,3.042907180385289,6.392294221,15.433450087565676
1760,52.9,51698,26290,25408,28409,16104,3855,6921,852,12357,2052,4036,8058,3438,3372,1270,213,208,53602,7746,6.6,4.1,10.3,10.3,16.0,17.5,11.5,13.7,6.1,3.8,14.983171495995975,9.793415606019575,22.19815079887036,77.35502340516074,2.375333668613873,1.943982359085458,0.4468257959688962,1.1412433749854929,6.890015087624279,9.847576309,23.590854578513675
1761,40.4,6587,4293,2294,3385,1755,328,819,45,1701,430,260,895,424,291,191,16,6,66304,472,6.9,2.2,8.0,10.9,12.0,14.7,14.1,20.3,8.4,2.5,7.165629269773797,7.651434644,25.899499013207837,74.08531956884772,3.992712919386671,1.533323212388037,0.015181418,3.294367693942614,8.440868377,8.63822681,12.873842416881736
1762,55.7,4095,2149,1946,2298,1222,358,607,69,542,52,327,695,285,526,321,87,42,86932,371,3.0,4.3,5.3,9.7,10.9,12.3,10.2,25.5,10.6,8.2,9.05982906,23.833943833943835,16.166056166056165,83.83394383394383,1.9780219780219777,1.098901098901099,0.0,0.097680098,0.6837606837606838,12.307692307692308,22.71062271062271
1763,38.6,486674,247473,239201,273790,156657,19657,54357,7492,66613,13656,25757,54931,29051,66824,29693,7573,6067,81531,52165,4.0,2.5,6.1,6.6,10.2,17.0,13.6,19.6,9.5,10.9,10.718674102171065,22.63465892979695,31.318089727415067,67.95370207,2.4930446253549605,5.368275272564386,0.7282082050818413,1.3058022413360897,10.709016713446784,11.441950874712848,11.897491955600668
1764,41.4,8997,5195,3802,4820,2521,438,1121,69,2359,492,543,973,746,664,185,0,46,71297,684,4.6,4.1,7.9,5.7,9.8,20.3,14.4,25.2,4.8,3.1,7.602534178059353,9.947760364565966,20.406802267422474,79.59319773257752,7.324663776814494,0.7002334111370457,0.0,5.401800600200066,1.5227297988218294,5.457374680449038,11.903967989329775
1765,42.1,58249,30199,28050,32344,17309,3674,7349,1018,8674,2071,4479,7139,4616,6883,2371,677,274,67465,6213,3.9,3.9,8.2,7.3,11.3,21.0,14.0,17.1,5.6,7.7,10.666277532661503,17.519614070627824,25.406444745832545,74.56952050678981,2.1339422136002333,2.6712904942574123,0.0240347473776373,2.054970900787996,8.085975724905149,10.460265412281757,14.659479132688974
1766,47.8,63914,31658,32256,35597,21702,3439,6864,503,12170,2072,3538,6173,5540,9127,4956,742,502,80719,5408,3.5,3.1,6.4,8.4,10.2,15.6,11.9,21.2,10.2,9.5,8.461369965891667,23.980661513909315,5.432299652658259,94.54892511812749,0.7447507588321808,1.2235191037957254,0.018775229,0.2597240041305504,0.7932534343023437,2.41105235159746,16.50342648
1767,53.8,50679,25655,25024,27909,16406,2859,6871,438,9398,1351,2851,5105,4284,8647,4941,738,688,77049,3998,3.6,4.5,6.2,8.2,10.9,15.3,14.4,19.3,7.4,10.3,7.888869156849977,29.625683221847314,4.463387201799562,95.53661279820044,0.5682827206535251,0.8307188381775488,0.0,0.4893545650072022,0.2328380591566526,2.3421930188046334,16.17435229582273
1768,43.5,76610,37770,38840,44660,25343,3681,8470,588,15031,2201,3360,6626,5186,11579,5517,929,724,76551,6538,2.8,3.3,7.6,7.5,9.9,18.2,13.0,21.0,8.8,7.9,8.534133925075055,24.47330635687247,6.266805900013053,93.71491972327372,0.6748466257668712,0.6683200626550059,0.018274377,0.1331418874820519,0.694426315,4.096071009006657,14.067354131314447
1769,49.7,31430,16638,14792,17713,10044,2138,3994,411,7755,1598,1698,2977,2763,3186,1276,339,202,55247,3419,4.1,4.7,10.8,10.1,15.5,18.4,13.3,13.8,5.6,3.7,10.87814190264079,15.917912822144448,4.613426662424435,95.38339166401528,2.0171810372255807,0.5090677696468342,0.003181674,0.079541839,0.1527203308940502,1.8549156856506523,20.101813553929368
1770,44.1,90836,45104,45732,54409,31260,4833,9812,988,14556,2427,3310,7049,5160,13805,8730,2614,3052,79949,8361,4.3,3.9,7.2,7.3,8.9,15.6,13.5,18.9,7.9,12.4,9.204500418336345,31.046061033070583,10.038971332951691,89.90047998590866,1.163635562992646,3.3929279140428905,0.060548681,0.2300849883306178,0.762913382,4.489409485226122,13.551895724162229
1771,40.9,422733,212276,210457,238313,144233,19045,41343,3784,64928,12520,17322,35699,28860,76111,35731,4904,4645,95112,28465,2.6,2.3,4.8,5.2,9.5,15.0,12.9,19.9,12.5,15.4,6.733564685,28.715761485382025,15.151644182025064,84.83321624,2.5812983609039275,4.188932494032876,0.0151395798293485,0.1428797846394769,1.8252655931758344,6.413267949272945,11.546295179226604
