,Median Age by Sex,Total Population,Male,Female,Never Married,Now Married,Widowed,Divorced,"12th Grade, No Diploma",High School Diploma,GED,Some College <1 Year,Some College >1 Year,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate,Median Income,Population Below Poverty Line,Total Income 10k(%),Total Income 10k-15k(%),Total Income 15k-25k(%),Total Income 25k-35k(%),Total Income 35k-50(%),Total Income 50k-75k(%),Total Income 75k-100k(%),Total Income 100k-150k(%),Total Income 150k-200k(%),Total Income >200k(%),Poverty Rate (%),Degree Percentage (%),POC Population (%),White Population (%),Black/African American Population (%),Asian Population (%),Hawaiian/Pacific Islander Population (%),American Indian/Alaskan Population (%),Some Other Race Population (%),Two or More Races Population (%),Disabled Population (%)
0,39.0,58761,28663,30098,31283,19408,3274,5829,704,10001,2516,2576,5864,3495,6726,4014,702,437,68315,6630,4.4,2.9,10.6,7.0,12.2,16.4,14.5,17.8,6.8,7.4,11.282993822433246,20.215789384115315,25.55096067119348,74.44903932880652,19.563996528309595,1.1197903371283675,0.0,0.1004067323564949,0.5462806963802522,4.220486377018771,16.03955004169432
1,43.7,233420,114077,119343,123882,76904,12778,22974,3299,38059,8332,11932,24237,16046,33474,15077,3483,2351,71039,23445,4.5,4.2,7.0,8.1,12.1,16.0,14.4,17.0,7.5,9.1,10.04412646731214,23.29920315311456,16.01876445891526,83.96795476,8.330477251306657,0.8765315739868049,0.0132807814240424,0.3632936337931625,1.8910119098620517,4.557450089966584,13.656927426955704
2,40.6,24877,12973,11904,14573,7202,1499,2907,488,5136,1371,1076,2440,1397,1167,640,188,105,39712,5280,10.2,8.2,16.3,11.0,13.2,15.4,8.3,10.9,2.8,3.8,21.224424166901155,8.441532339108413,54.528279133336014,45.45966153475097,46.90276158700808,0.5064919403465048,0.012059331913012,0.2974635205209631,4.373517707119025,2.448044378,15.95851589821924
3,40.3,22251,11897,10354,12287,6598,1482,2442,729,5261,1249,763,2278,1269,1047,507,109,76,50669,4297,7.6,9.1,10.9,10.5,11.2,17.0,14.8,12.3,3.0,3.5,19.311491618354232,7.815379084086109,24.1741944182284,75.82580558,20.68671070963103,0.310098422542807,0.0,0.094377781,0.4853714439800458,2.597636061300616,18.412655610983776
4,40.8,59077,29864,29213,30951,18142,3945,5482,1029,11248,3166,3482,4964,4493,3840,1751,270,156,57440,8277,6.7,5.2,8.5,9.7,14.2,16.4,12.9,15.3,6.4,4.9,14.010528632124178,10.185012779931276,8.495692063,91.30626131997224,1.2339827682516038,0.1692706129288894,0.1980466171268006,0.3842442913485789,3.146740694348054,3.561453696023833,16.83904057416592
5,39.2,10328,5542,4786,6117,3278,659,790,433,2515,442,361,1036,226,492,93,53,33,36136,2687,12.8,10.3,15.4,9.2,16.2,12.2,8.0,12.1,1.5,2.3,26.016653756777693,6.496901626646011,76.79124709527498,23.20875290472502,68.90975987606507,0.4163439194422928,0.0,0.0,5.499612703330752,1.9655305964368708,10.437645236250969
6,41.6,18981,8928,10053,10929,6006,1300,2088,286,5521,843,741,1797,987,1029,542,139,21,44429,3937,6.0,6.1,17.1,11.0,14.7,15.0,11.7,9.3,5.9,3.3,20.741794426004954,9.119645961751225,48.49059585901691,51.50940414098309,44.58142352879195,1.2802275960170697,0.0,0.3635214161529951,0.3003003003003003,1.9651230177545969,15.91064748959486
7,39.2,116162,56185,59977,67180,36105,6834,13814,1693,21599,5679,5309,13042,6401,9098,4121,888,1011,54339,20267,8.0,6.0,9.8,11.0,12.0,18.0,13.1,14.3,4.2,3.4,17.447185826690312,13.014583082247205,28.106437561336755,71.71536302749608,22.06487491606549,0.6585630412699506,0.1781994111671631,0.2221036139184931,1.9137067199256208,3.247189270157194,19.905821180764796
8,42.2,34612,16485,18127,19879,11551,2402,3627,489,7991,1772,1390,3623,2697,2273,737,81,55,48805,6080,5.1,7.8,12.5,11.6,14.0,17.8,12.3,11.4,4.0,3.5,17.56616202473131,9.089333179244193,43.24222812897261,56.74910435687045,40.77776493701607,0.1733502831387957,0.008667514,0.060672599,0.6934011325551831,1.5370391771639893,20.55067606610424
9,46.8,25069,12261,12808,13391,7677,2379,2639,272,5386,1292,1004,2575,2215,1530,832,240,101,46621,3516,4.5,6.0,13.9,11.9,16.6,16.8,11.5,11.7,4.0,3.0,14.02529019905062,10.782241014799157,8.715943994574973,91.28405600542504,4.020902309625434,0.1077027404363955,0.0,0.4786788463839801,0.8217320196258328,3.286928078503331,20.048665682715704
10,39.9,45140,22048,23092,23815,13752,2689,4267,674,10769,1968,2219,3619,2297,2504,1551,115,107,62471,6422,5.4,4.6,9.1,11.6,11.2,17.8,17.4,14.7,4.9,3.3,14.226849800620291,9.474966770048738,18.411608329641115,81.28710677891006,9.430660168365089,0.5073105892778024,0.3012848914488258,1.4333185644661053,3.3495790872840057,3.690739920248117,19.23349579087284
11,46.7,12669,5980,6689,7124,3911,1372,1096,206,2989,471,764,1178,875,873,283,15,10,43299,2388,9.6,8.5,12.9,12.2,10.2,15.6,10.5,13.6,4.3,2.6,18.84915936538006,9.321967006077829,43.32622937879864,56.67377062120136,39.95579761622859,0.1183992422448496,0.0,0.2210119188570526,0.6709290393874813,2.3600915620806693,23.324650722235376
12,42.7,23058,11032,12026,13280,7421,1795,2239,377,5860,709,934,2209,1118,1346,705,113,41,47549,5073,10.7,6.8,11.1,12.2,10.4,17.1,11.0,11.8,5.4,3.5,22.00104085349987,9.562841530054644,48.55581576893052,51.44418423106948,45.49397172347992,0.390320062,0.0,0.065053344,0.8413565790614971,1.7651140601960271,19.316506201752105
13,43.9,14209,6931,7278,7670,4822,1045,1025,83,3161,600,723,1423,1188,926,279,78,0,48074,2440,8.3,7.8,8.1,10.1,17.2,18.1,8.9,12.5,6.7,2.2,17.172214793440777,9.029488352,18.49531986768949,81.50468013,12.597649377155324,0.2533605461327328,0.0,0.035188965,0.9008374973608276,4.708283482299951,19.156872404813853
14,42.2,15144,7565,7579,7781,4558,1228,1530,224,3316,829,676,1395,806,1172,476,72,33,51553,1931,7.4,4.8,10.3,10.4,15.3,17.1,15.1,12.5,4.4,2.6,12.750924458531433,11.57554146856841,7.369255150554675,92.63074484944532,2.713946117274168,0.099049128,0.0,0.2311146328578975,1.736661384046487,2.588483888008452,21.20311674590597
15,39.2,53559,26626,26933,28246,16289,3173,5957,673,8599,1982,2685,5719,4781,4786,2424,362,327,62199,8592,6.4,5.8,8.2,7.7,13.9,16.5,11.8,17.9,7.0,4.7,16.04212177225116,14.748221587408278,27.478108254448365,72.50695494688101,16.79829720495155,1.0511772064452287,0.0149367986706249,0.6870927388487462,2.022069120035848,6.919471984166993,17.621688231669747
16,42.0,57270,27911,29359,30930,18365,3632,6992,886,12633,2327,2473,7026,3447,4578,1821,559,410,56149,8998,7.1,5.8,9.8,9.3,14.1,17.8,13.4,14.3,4.8,3.7,15.71154181945172,12.865374541644838,21.85961236249345,78.04784354810546,16.03806530469705,0.3736685873930505,0.092544089,0.3108084511960887,2.435830277632268,2.701239741574996,17.19923170944648
17,46.2,11576,5639,5937,6715,3972,1248,937,165,3660,386,695,961,678,642,316,40,118,39888,2122,8.7,8.3,12.1,12.6,18.7,15.5,8.2,11.9,1.1,3.0,18.33102971665515,9.640635798203178,50.31962681409814,49.68037318590186,48.47097442985488,0.3109882515549412,0.0,0.2850725639253628,0.2073255010366275,1.0452660677263304,20.82757429163787
18,50.2,10329,5306,5023,5935,3361,792,1127,225,2713,621,595,1186,749,578,195,61,22,52279,1102,2.1,5.7,11.3,10.8,17.2,19.0,12.5,15.7,3.6,2.2,10.668990221705876,8.287346306515635,33.59473327524446,66.40526672475553,30.20621550972989,0.0,0.0,0.087133314,0.7261109497531223,2.5752735017910737,24.56191306031561
19,42.9,37542,18243,19299,20436,11287,3052,4588,368,8043,1550,1904,3744,3126,2585,1280,313,135,48772,6921,7.3,9.1,11.1,9.8,13.4,16.4,11.6,12.5,4.1,4.6,18.43535240530606,11.488466251132063,16.349688349049067,83.65031165095094,12.26892547014011,0.5806829684087156,0.0,0.3116509509349529,0.7804592190080444,2.4079697405572427,20.48372489478451
20,42.3,13205,6451,6754,7355,3820,902,1420,184,3459,426,421,899,730,1092,405,61,15,48557,1916,9.3,8.6,11.2,9.4,13.2,15.3,13.5,10.3,5.0,4.3,14.50965543,11.912154486936766,28.875425975009467,71.07913669064749,23.16546762589928,1.166224914804998,0.0454373343430518,0.075728891,1.0753502461188942,3.392654298,16.53918970087088
21,41.4,88284,43820,44464,46617,26767,5224,9856,1007,15417,3880,4649,9840,7012,7463,3105,491,197,58119,11364,5.0,4.9,10.1,9.8,13.7,18.6,13.7,13.8,6.0,4.5,12.872094603778711,12.74976213130352,8.132844003443433,91.83657287843778,1.0873997553350552,0.3148928458157763,0.0305831181187984,0.4021113678582755,1.6537537945720628,4.674686239862263,17.980608037696523
22,37.7,49455,24461,24994,26800,14587,3146,5814,847,8152,2402,3135,5309,3404,4360,1654,279,162,52813,8469,6.8,5.5,12.6,9.2,13.7,17.5,13.9,13.1,5.0,2.7,17.124658780709737,13.05226974016783,29.564250328581537,70.40137498736226,21.061571125265395,1.235466585785057,0.034374684,0.9624911535739562,2.377919321,3.926802143362653,19.741178849459104
23,40.4,38326,17895,20431,23204,12030,3071,3892,602,9086,1218,1474,3559,2752,2633,1239,92,114,37180,10230,11.0,9.6,15.8,12.2,13.8,15.7,7.7,8.6,3.5,2.1,26.692062829410844,10.64029640452956,72.25382247038564,27.746177529614364,69.05755884,0.6262067525961489,0.0,0.5427125189166623,0.0417471168397432,1.9855972446902883,19.626363304284297
24,39.6,71680,35847,35833,37144,23031,4196,6606,744,12391,2984,3305,6685,5397,3996,2248,435,167,47920,14251,5.9,7.3,12.1,12.0,14.2,18.1,12.2,11.8,3.5,2.7,19.881417410714285,9.55078125,16.971261160714285,82.45256696428571,1.455078125,0.1004464285714285,0.576171875,1.5318080357142856,8.988560267857142,4.895368303571428,15.177176339285714
25,38.9,87694,42743,44951,49209,27448,4940,8455,919,16903,3737,3158,9472,6035,9637,3846,670,596,73258,7986,3.4,2.4,7.4,8.4,11.9,17.7,16.8,18.2,7.7,6.0,9.106666362578968,16.818710516112848,26.14203936415262,73.85796063584738,20.84065044358793,0.68647798,0.0,0.2828015599698953,0.7720026455629804,3.560106734782311,14.389810021210115
26,40.5,36755,18476,18279,20783,10780,2598,4295,325,9513,1780,1161,3136,2159,2168,832,139,58,41153,7449,10.2,7.9,12.3,13.4,14.7,16.5,10.4,8.2,4.0,2.3,20.26663039042307,8.698136307985308,38.07101074683716,61.92898925316284,30.303360087062988,0.2448646442660862,0.0,3.0580873350564546,0.6176030472044619,3.847095633247177,18.94980274792545
27,41.9,103348,50134,53214,57471,31887,7225,12232,1539,18921,5383,5769,11809,7854,7840,3418,1140,487,52177,16146,5.9,6.0,11.7,10.2,14.4,18.9,11.4,13.1,5.3,3.1,15.622943840229128,12.46758524596509,22.052676394318222,77.94538839648565,15.214614699849054,0.7237682393466733,0.001935209,0.3183419127607694,2.326121453729148,3.469830088632581,17.209815381042688
28,43.7,16297,7997,8300,8592,5275,1318,1770,155,3425,1126,1005,1633,895,943,284,210,49,45650,3543,6.8,9.7,11.9,13.5,10.6,14.6,12.4,14.1,2.8,3.8,21.740197582377125,9.118242621,15.524329631220471,84.23022642204087,12.726268638399704,0.2208995520647972,0.2454439467386635,0.1472663680431981,0.1718107627170644,2.2580843099957044,23.20672516414064
29,39.3,32011,16071,15940,17066,9415,2099,3154,375,7551,1020,1565,2294,1506,2204,777,137,48,47359,5246,5.8,7.4,12.5,12.2,13.6,16.7,13.7,10.6,5.5,2.0,16.38811658492393,9.890350192121458,22.31732841835619,77.63893661553841,4.248539564524695,0.1093374152635031,0.043734966,0.4186061041516978,13.15172909312424,4.389116241292055,16.869201212083347
30,43.6,26647,13037,13610,13875,8202,1842,3259,409,5579,1381,1367,2770,2093,1842,743,21,35,47608,5480,4.9,7.3,12.4,12.7,14.1,18.5,11.7,12.2,3.8,2.5,20.56516681052276,9.911059406312155,16.065598378804367,83.91188502,9.276841670732166,0.5366457762599917,0.022516606,0.2664465042969189,2.3867602356738096,3.598904191841483,23.61616692310579
31,41.1,7706,3707,3999,4742,2499,584,761,154,1808,215,119,993,416,579,242,75,15,32796,2504,6.3,16.7,13.1,21.7,7.3,15.3,10.1,5.4,1.3,2.9,32.49416039,11.821956916688295,82.70179081235402,17.29820918764599,81.81936154,0.0,0.0,0.090838308,0.1557228133921619,0.6358681546846613,27.8873605
32,40.5,14742,7020,7722,8604,4662,913,1230,333,3275,493,397,1351,891,1079,411,19,125,35851,3613,9.3,12.5,17.7,10.0,9.4,13.0,11.9,10.1,2.8,3.2,24.50820784154117,11.08397775064442,61.585944919278255,38.41405508072175,56.7969067969068,0.061050061,0.0,0.2849002849002849,0.074616741,4.368471035137702,24.582824582824585
33,44.6,17282,8303,8979,9551,5421,1282,1697,334,3269,852,726,1617,1144,1758,759,71,45,58395,2608,8.3,4.4,12.8,11.0,8.7,16.0,12.7,17.3,5.5,3.3,15.090845966901975,15.235505149866912,29.394745978474717,70.55896308,25.31535701886356,0.555491263,0.046290939,0.347182039115843,0.4281911815762065,2.748524476333757,20.252285615090845
34,40.4,107040,51565,55475,59073,34057,6748,11784,1712,19379,4296,5203,12151,7181,10616,4321,1154,528,55064,18878,6.7,5.8,10.2,9.4,13.9,16.3,12.5,13.4,6.3,5.5,17.63639761,15.52597159940209,33.39032137518684,66.57324364723468,27.24775784753363,0.922085201793722,0.036434978,0.2886771300448431,0.9034005979073244,4.028400597907324,16.585388639760836
35,43.0,52618,25883,26735,28109,16534,3769,6233,747,11399,2745,2427,4835,3499,3874,1843,228,178,46748,9680,5.6,7.0,12.8,12.5,15.3,15.4,11.7,12.1,4.1,3.5,18.396746360561025,11.63670226918545,10.249344330837356,89.71834733361207,3.289748755178836,0.4048044395454027,0.032308336,0.7544946596221824,1.8016648295260176,3.998631646964917,21.44323235394732
36,37.9,672265,319713,352552,386229,221850,36790,69391,8502,103400,15959,27733,69314,37364,96805,41229,16093,8545,63595,103894,6.6,5.0,8.6,8.4,11.9,16.7,12.1,14.1,7.3,9.3,15.454322328248532,24.19760064855377,49.64173354257622,50.333425063033175,42.72169456984969,1.7421701263638596,0.024841394,0.1822198091526407,1.982551523580731,3.0130975136292983,14.776464638200707
37,44.2,13885,6930,6955,7347,4211,1262,1364,153,3227,816,868,1165,1031,606,335,40,32,49565,2107,5.6,7.5,13.2,9.6,14.6,19.8,8.3,16.0,3.7,1.8,15.174648901692477,7.295642779978394,14.202376665466332,85.79762333453367,10.997479294202376,0.1656463809866762,0.0,0.3528988116672668,0.6769895570759812,2.009362621534029,22.095786820309687
38,40.8,94329,45493,48836,53420,32053,6418,9507,1047,19075,3432,4183,8735,5226,10372,4629,808,865,56081,12188,6.1,5.1,10.9,8.6,14.2,17.1,14.2,12.1,7.6,4.0,12.920734874746898,17.67643036605922,15.55513150780778,84.37702085,9.877132165081788,0.6106287567980154,0.06784764,0.3339376013739147,0.7389032005003763,3.9945297840536846,15.084438507775976
39,42.7,33116,16299,16817,17584,10444,2304,2996,416,8063,1597,1278,3062,1703,2364,1205,82,54,54786,5182,5.8,5.3,9.9,10.0,13.7,20.0,13.6,12.1,3.9,5.6,15.648025123807225,11.187945404034304,23.185167290735595,76.76349800700568,10.179369489068728,0.2929097717115593,0.0513347022587269,5.039859886459717,1.4011354028264282,6.271892740669164,21.276724242058226
40,33.0,175126,86692,88434,104073,62192,5957,12518,1680,18919,4355,6200,15828,9899,23707,13363,2439,3499,59288,31003,11.6,4.8,9.0,7.3,11.2,14.6,11.7,15.8,6.7,7.3,17.703253657366698,24.558318011032057,31.304318033872757,68.66770211162249,22.47695944634149,4.347726779575848,0.027979855,0.1541747084955974,1.0815070292246725,3.243950070235145,13.124835832486324
41,40.2,104199,52385,51814,55075,33396,5174,10709,1153,16524,3796,4888,10398,6624,13776,6347,793,661,80146,11287,3.3,3.9,7.3,6.4,9.2,17.1,14.6,17.9,10.8,9.4,10.832157698250464,20.70749239436079,23.08371481492145,76.81455676158122,13.161354715496309,1.8397489419284248,0.1017284234973464,0.8445378554496684,2.4673941208648835,4.770679181182161,13.931995508594133
42,41.7,10153,4842,5311,6247,3282,617,1098,219,2670,255,237,840,712,739,316,53,40,33125,2552,9.6,15.0,13.5,13.7,10.4,12.5,10.0,8.9,3.6,2.6,25.13542795232936,11.307002856298633,75.44568107948389,24.554318920516103,74.88427065891855,0.0,0.0,0.0,0.0,0.5614104205653501,22.052595292031917
43,37.8,19198,8865,10333,13048,7160,1156,1594,481,3049,714,567,2169,886,1275,786,298,83,41206,4127,12.2,6.8,13.4,11.3,14.0,15.8,11.1,9.6,3.2,2.6,21.49703094072299,12.720075007813314,83.68059172830503,16.319408271694968,78.87279924992187,0.4062923221168872,0.0,0.0364621314720283,0.2552349203041983,4.109803104490051,18.15814147307011
44,38.5,389781,191913,197868,217986,131619,17575,35402,3983,41153,9720,15291,39446,20395,71617,38510,4626,5763,78058,40440,4.8,3.2,6.9,7.5,10.3,15.6,12.5,17.0,10.1,12.1,10.375056762643638,30.918900613421386,34.55966299024324,65.37491565776679,24.47528227389226,2.4821630607956777,0.065421352,0.5151610776307721,1.7928015988465318,5.294254979077995,13.334923970126814
45,41.7,19180,9100,10080,11025,6049,1567,1884,215,4022,611,997,1843,1254,1654,1082,83,35,42975,4063,9.1,10.1,16.1,7.5,11.6,16.3,10.2,10.5,4.6,4.0,21.18352450469239,14.880083420229406,54.61418143899896,45.38581856100104,50.83420229405631,0.7872784150156412,0.0,0.3336809176225234,0.735140772,1.9238790406673616,22.335766423357665
46,44.0,29203,14510,14693,15803,8527,2295,3676,419,6015,1361,1642,2867,2413,1476,789,66,128,49743,4707,4.9,9.4,15.2,8.2,12.6,17.3,15.5,11.8,2.4,2.7,16.118207033523955,8.420367770434545,8.636099031,91.3365065233024,3.8112522686025407,0.2910659863712632,0.027394446,0.3184604321473821,1.6094236893469849,2.6058966544533093,25.23713317124953
47,38.8,97923,48686,49237,50628,29624,6052,9764,1057,16482,4255,4354,8751,7069,9437,3371,669,446,58272,15992,5.8,5.3,10.3,9.4,12.5,18.1,13.5,13.6,6.0,5.6,16.33119900329851,14.218314389877762,14.147850862412303,85.77249471523544,2.804244151016615,0.6127263257865875,0.079654422,0.8956016461913953,4.286020648877179,5.549258090540526,13.931354227301044
48,38.2,413878,198642,215236,234966,132330,23162,40993,5550,81360,14205,15328,43463,24551,43806,17851,3791,2303,55352,71353,6.8,5.9,10.4,9.1,13.8,17.5,11.6,14.0,6.0,5.0,17.24010457187867,16.36979979607517,43.27990373974939,56.6971426362358,36.25971904764206,2.025476106485486,0.0229536240148062,0.392627779,1.233938503617008,3.368142302804208,13.660064076853564
49,43.7,19816,9758,10058,11494,6235,1721,1979,342,5465,570,399,1996,1190,1072,647,91,42,39965,4472,9.2,8.3,16.4,12.6,10.2,15.8,11.6,9.7,3.9,2.4,22.56762212353653,9.345983044004845,46.215179652805816,53.719216794509485,42.30924505450142,0.2371820750908357,0.065603553,1.3120710536939846,0.1564392410173597,2.2002422285022205,16.18389180460234
50,36.9,228132,107680,120452,134594,74961,11489,23598,2773,31849,6967,8015,23881,11506,29456,15534,3659,2353,56707,42877,7.8,5.9,9.3,9.0,12.9,17.9,11.6,14.3,5.8,5.4,18.794820542492943,22.35635509266565,67.24221064997458,32.75428260831448,59.07237914891379,3.333157996247786,0.003506742,0.1459681237178475,1.370259323549524,3.3204460575456314,16.024932933564777
51,40.6,123102,60953,62149,65255,40079,7358,11899,1499,21195,4939,5893,12464,7608,13494,4990,1074,682,61588,16579,4.7,4.5,9.5,10.8,11.5,17.3,12.1,15.8,7.8,6.0,13.467693457458044,16.441650013809685,23.56988513590356,76.40493249500415,13.509934850774156,0.4914623645432243,0.0251823690922974,0.3826095433055514,4.108787834478725,5.077090542801904,16.394534613572485
52,41.8,8479,3912,4567,5379,2896,872,660,157,2012,268,184,672,284,537,192,20,60,32332,2478,5.4,12.7,18.1,16.2,23.6,12.1,5.3,4.9,1.8,0.0,29.22514447458427,9.541219483,71.56504304752919,28.43495695247081,70.81023705625663,0.082556905,0.0,0.0117938436136336,0.094350749,0.5661044934544168,24.672720839721663
53,42.9,18925,9149,9776,10962,6181,1181,2241,259,4716,872,837,1898,1251,1229,543,179,21,45339,3864,5.6,9.6,13.0,12.6,14.4,14.1,10.9,11.4,5.6,2.7,20.41743725231176,10.42007926023778,42.50990752972259,57.49009247027741,39.66182298546896,0.052840159,0.0,0.1743725231175693,0.7080581241743725,1.9128137384412156,22.02906208718626
54,31.1,32997,15843,17154,20978,11687,1759,2936,399,5795,1162,1215,2343,1044,3024,1692,278,328,42616,7242,9.7,6.6,14.2,11.8,13.6,14.4,8.3,13.0,5.1,3.4,21.947449768160745,16.128738976270572,43.39485407764342,56.60514592235658,37.28217717,2.0123041488620177,0.0,0.3394247961935934,0.4030669454798921,3.357881019,14.94681334666788
55,44.1,22179,10787,11392,11888,7156,1496,2294,415,4282,1161,911,1961,1555,1892,859,105,80,49879,4277,8.5,7.9,11.2,10.1,12.4,16.5,11.3,14.5,3.9,3.7,19.284007394382076,13.237747418729429,23.044321204743227,76.95567879525677,18.950358447179767,0.2795437125208531,0.0,0.1127192389196988,0.8205960593354075,2.8811037467875016,18.8241129
56,37.2,58849,28125,30724,31837,19180,2658,6265,1145,9163,2631,3250,7103,5293,4088,1807,267,362,47420,12816,9.4,6.9,12.8,9.8,13.3,19.2,10.9,10.2,4.4,3.1,21.77777022549236,11.08599976210301,52.964366429336096,46.93707624598549,44.87756801305035,0.7799622763343472,0.098557325,0.1818212713894883,2.0374177980934256,5.087597070468488,20.35208754609254
57,41.0,91719,45680,46039,47729,29678,5067,9422,1062,18780,4136,5219,9764,5950,8608,3220,406,237,73218,9786,3.6,3.0,8.0,7.0,11.6,17.6,15.8,21.9,6.0,5.4,10.669545023386648,13.596964642004384,14.706876437815502,85.22661607736673,9.796225427664933,0.4066769153610484,0.066507485,0.3379888572705764,1.3246982631733883,2.8412869743455555,15.96179635626206
58,40.0,223916,109226,114690,118620,76830,9469,18697,2030,26868,4093,9501,21413,12165,45813,17640,3959,2656,90618,15080,3.9,2.3,4.6,6.1,8.6,16.3,12.4,20.7,11.8,13.3,6.734668357777024,31.292091677236105,21.946622840708123,78.04355204630308,13.003983636720914,2.005662837849908,0.009825113,0.238035691955912,2.841244038,3.8576966362385896,11.88615373622251
59,35.8,12196,5586,6610,7790,4393,768,959,177,2219,150,723,1317,522,901,544,59,96,31726,3285,9.4,10.5,21.9,11.3,13.3,12.9,9.1,7.8,2.3,1.4,26.935060675631355,13.119055428009183,74.50803542144966,25.49196457855035,72.26139717940309,0.4673663496228272,0.0,0.081994096,0.1311905542800918,1.5660872417185965,20.01475893735651
60,42.1,81105,39386,41719,45719,25810,5374,8576,1592,16238,3795,3995,9706,4504,5623,2966,474,468,52457,14436,7.3,8.2,11.5,9.5,11.8,17.1,12.4,12.9,5.9,3.4,17.799149250970963,11.751433327168485,36.827569200419205,63.11078231921583,31.92528204179767,0.431539362554713,0.061648480364959,0.1528882313050983,1.2070772455458971,3.1107823192158315,20.621416682078785
61,45.2,41251,20025,21226,22708,12855,3087,4458,1141,7475,2018,2314,4373,2656,3380,1466,334,185,53282,6826,7.5,6.9,12.3,9.2,12.3,19.5,12.0,11.3,5.4,3.8,16.54747763690577,13.005745315265086,30.87197886111852,69.12802113888148,26.56178032047708,0.4605948946692201,0.0,0.063028775,0.9405832585876706,2.845991612324549,20.438292405032605
62,32.8,231558,111807,119751,140262,82487,9557,17879,2364,35619,6135,8900,21465,12721,25838,11822,1978,4194,61645,36412,8.4,4.3,8.8,8.7,11.7,16.5,12.4,16.2,7.0,6.0,15.72478601473497,18.92916677463098,37.850128261601846,62.13950716,32.05330845835601,1.648399105191788,0.010364573886456,0.1697198973907185,0.8676012057454288,3.111099594917904,12.349821642957703
63,41.8,64978,32122,32856,35355,19098,5070,7148,747,12788,2984,3393,6380,4964,4268,1932,485,238,52987,10437,6.6,7.2,12.4,9.8,12.7,16.0,12.8,15.0,4.7,2.8,16.062359567853733,10.654375327033764,11.42386653944412,88.57613346055588,5.986641632552557,0.1892948382529471,0.0,0.1538982424820708,1.7328942103481175,3.361137615808427,23.995813967804487
64,43.7,15434,7664,7770,8727,4991,1030,1232,96,4200,401,861,1526,787,707,591,104,91,51184,2415,9.4,10.9,9.1,9.0,10.2,11.9,7.6,17.1,8.0,6.8,15.647272256058054,9.673448231177918,33.27718025139303,66.72281974860698,23.37695995853311,0.4017105092652585,0.0,6.751328236,0.1295840352468576,2.617597511986524,15.452896203187766
65,41.1,10441,4892,5549,6349,3642,673,735,354,2672,183,508,942,367,554,232,35,0,38208,2735,8.4,13.5,15.1,9.4,16.9,13.0,11.4,7.7,3.5,1.1,26.194808926348053,7.863231491236472,72.45474571401206,27.54525428598793,70.18484819461737,0.0383105066564505,0.0,0.1245091466334642,0.0,2.1070778661047798,20.831337994444976
66,45.4,23655,11764,11891,12589,7400,1296,2809,415,5695,1164,1402,1726,1268,1384,778,123,65,49494,4217,5.0,8.7,9.4,13.3,14.1,20.3,10.2,12.0,3.3,3.7,17.82709786514479,9.934474741069542,6.785034876347496,93.21496512,1.1118156837877826,0.4438807863031071,0.0,0.5199746353836399,1.5683787782709786,3.140984992601987,22.122172902134853
67,41.6,3407,2102,1305,2042,1205,152,250,40,1002,51,139,360,162,339,106,7,1,79961,429,4.0,2.1,10.6,6.0,8.6,14.0,14.9,24.5,12.2,3.1,12.591722923393014,13.296154975051364,82.80011740534195,16.906369239800412,5.371294393894923,19.84150278837687,0.293513355,37.07073671852069,8.130319929556794,12.38626357499266,10.419724097446434
68,39.2,5219,3484,1735,2606,2068,173,349,33,1310,286,183,791,291,508,73,11,4,100662,478,1.2,1.0,2.8,3.9,6.1,11.9,22.6,27.2,10.4,12.8,9.15884269,11.419812224564092,70.51159225905346,25.981988886759915,3.8513125119754745,40.678290860318064,3.506418854186625,9.331289519064956,5.460816248323433,11.189883119371528,7.204445296033724
69,34.5,290674,149144,141530,158927,93300,8963,27789,3060,38782,8373,13474,32866,16483,44340,18753,5322,2859,95731,27415,3.3,1.9,4.9,5.1,8.3,14.6,14.2,20.5,12.9,14.4,9.431528104,24.52025292939857,37.87989293848091,59.174195146452725,5.321769404900335,9.784156821731562,2.945911915066363,7.399010575421262,2.658648520335496,12.716307616092251,10.7195690016995
70,28.7,18538,9909,8629,9590,5797,493,613,119,4028,810,550,1258,738,532,379,67,2,64094,4586,7.5,4.4,8.9,9.0,10.9,17.0,10.8,14.2,9.9,7.4,24.738375229258818,5.286438666522818,90.73254936,9.051677635127843,1.1597799115330674,1.4133131945193655,0.2157730067968497,83.35311252562305,0.4800949401229906,4.326248786276836,11.360448807854135
71,36.4,854,489,365,479,259,27,53,10,152,28,45,158,54,139,24,2,2,94167,66,0.7,1.4,5.3,7.7,8.5,19.0,10.9,21.5,11.6,13.4,7.728337236533958,19.55503512880562,52.69320843091335,45.31615925058548,0.351288056,5.620608899297424,1.9906323185011712,31.498829039812648,2.576112412177986,12.646370023419204,14.637002341920374
72,37.8,7000,3717,3283,3417,2488,236,596,42,1037,135,471,897,569,1001,482,21,47,83068,339,0.5,4.5,2.9,6.1,10.7,19.5,13.9,21.8,8.7,11.3,4.842857142857143,22.15714285714285,27.014285714285712,71.64285714285714,1.6142857142857143,6.985714285714286,1.342857142857143,5.3,4.914285714285714,8.200000000000001,15.44285714285714
